,trade_date,ts_code,exalter,buy,buy_rate,sell,sell_rate,net_buy
0,20180810,002700.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,366.67,1.03,220.03,0.62,146.65
1,20180810,002774.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,310.03,1.75,63.95,0.36,246.08
2,20180810,002881.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,435.25,2.35,92.0,0.5,343.25
3,20180810,002909.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,227.5,0.62,647.82,1.77,-420.32
4,20180810,002915.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,183.18,0.71,304.13,1.18,-120.95
5,20180810,002932.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,475.18,1.05,533.4,1.17,-58.23
7,20180813,002622.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,63.7,1.58,68.08,1.69,-4.38
8,20180813,002700.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,343.14,0.94,403.54,1.11,-60.41
10,20180813,002881.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,160.12,0.63,458.57,1.81,-298.44
12,20180813,002932.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,383.62,1.04,342.66,0.93,40.96
14,20180813,300745.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,362.14,0.88,330.64,0.8,31.5
15,20180814,002006.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,365.53,1.03,219.74,0.62,145.79
16,20180814,002922.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,221.06,0.99,127.75,0.57,93.3
17,20180814,002932.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,768.39,1.34,606.62,1.06,161.76
19,20180814,300312.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,348.4,0.68,198.43,0.39,149.97
20,20180814,300647.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,514.92,0.73,365.67,0.52,149.25
21,20180814,300745.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,499.59,1.09,300.92,0.65,198.67
22,20180814,603105.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,1683.74,0.94,0.0,0.0,1683.74
23,20180814,603105.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,0.0,0.0,1514.55,0.84,-1514.55
24,20180814,603657.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,1124.37,1.49,0.0,0.0,1124.37
25,20180814,603657.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,0.0,0.0,733.42,0.97,-733.42
26,20180814,603713.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,804.99,0.83,0.0,0.0,804.99
27,20180814,603713.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,0.0,0.0,831.29,0.85,-831.29
28,20180815,000509.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,217.86,0.64,296.5,0.87,-78.64
29,20180815,002270.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,263.44,1.24,158.98,0.75,104.46
30,20180815,002915.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,288.39,1.31,230.58,1.05,57.82
32,20180815,002930.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,473.61,0.66,422.07,0.59,51.55
33,20180815,002932.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,418.66,0.82,579.66,1.14,-160.99
35,20180815,300647.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,293.46,0.65,409.55,0.91,-116.1
37,20180815,300658.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,261.24,0.84,137.29,0.44,123.95
38,20180815,300724.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,0.0,0.0,2.59,1.08,-2.59
39,20180815,300745.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,245.59,0.6,428.22,1.04,-182.63
40,20180815,300746.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,360.44,0.94,168.97,0.44,191.47
41,20180815,603076.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,157.78,2.01,0.0,0.0,157.78
42,20180815,603105.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,0.0,0.0,1037.55,0.96,-1037.55
43,20180815,603657.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,1072.24,1.29,0.0,0.0,1072.24
44,20180815,603657.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,0.0,0.0,881.3,1.06,-881.3
45,20180815,603706.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,1112.66,0.83,0.0,0.0,1112.66
46,20180816,002628.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,342.35,0.84,559.28,1.37,-216.93
47,20180816,002881.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,153.5,0.59,194.28,0.75,-40.78
48,20180816,002922.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,142.48,0.65,224.97,1.03,-82.49
49,20180816,002932.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,605.72,1.52,389.66,0.97,216.07
51,20180816,300310.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,796.81,0.95,506.11,0.6,290.7
52,20180816,300708.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,387.61,1.13,58.5,0.17,329.1
53,20180816,600225.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,0.0,0.0,166.86,1.34,-166.86
54,20180816,603657.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,881.76,1.29,0.0,0.0,881.76
55,20180816,603657.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,0.0,0.0,815.08,1.19,-815.08
56,20180816,603706.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,830.78,1.08,0.0,0.0,830.78
57,20180816,603706.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,0.0,0.0,674.93,0.88,-674.93
58,20180817,000017.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,77.14,1.33,109.74,1.89,-32.6
60,20180817,000979.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,587.21,0.72,470.6,0.58,116.6
61,20180817,002755.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,2087.47,2.21,76.17,0.08,2011.31
62,20180817,002909.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,481.39,1.47,317.5,0.97,163.88
63,20180817,002915.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,45.56,0.28,160.79,0.99,-115.23
64,20180817,002932.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,451.66,1.12,737.59,1.84,-285.93
66,20180817,300708.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,760.83,1.02,327.92,0.44,432.91
67,20180817,600821.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,151.84,0.9,0.0,0.0,151.84
68,20180817,603076.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,705.16,2.3,0.0,0.0,705.16
69,20180817,603650.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,0.0,0.0,584.71,0.73,-584.71
70,20180817,603657.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,883.55,1.29,0.0,0.0,883.55
71,20180817,603657.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,0.0,0.0,1031.77,1.5,-1031.77
72,20180817,603713.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,1026.71,0.95,0.0,0.0,1026.71
73,20180820,002575.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,199.79,0.94,213.21,1.01,-13.42
74,20180820,002755.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,249.4,0.59,1529.24,3.61,-1279.84
75,20180820,002909.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,281.29,0.83,420.11,1.23,-138.82
76,20180820,002932.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,320.73,1.01,398.19,1.25,-77.46
77,20180820,300708.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,358.38,1.36,399.57,1.52,-41.19
79,20180820,600408.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,0.0,0.0,307.63,0.94,-307.63
80,20180820,603650.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,1057.77,0.98,0.0,0.0,1057.77
81,20180820,603657.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,711.81,1.51,0.0,0.0,711.81
82,20180820,603657.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,0.0,0.0,915.71,1.94,-915.71
83,20180821,000979.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,107.15,0.52,236.17,1.14,-129.03
84,20180821,002356.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,236.54,0.86,313.67,1.14,-77.12
85,20180821,002700.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,349.98,1.29,227.8,0.84,122.19
86,20180821,002848.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,18.69,0.91,45.65,2.22,-26.97
87,20180821,002932.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,288.74,0.87,369.98,1.11,-81.24
88,20180821,300312.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,448.59,0.96,245.29,0.53,203.3
89,20180821,300542.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,261.57,1.06,127.41,0.52,134.16
90,20180821,300708.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,146.38,0.52,348.19,1.25,-201.81
91,20180821,300724.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,1451.63,0.94,909.54,0.59,542.09
92,20180821,300747.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,643.74,0.48,1219.81,0.92,-576.07
93,20180821,603650.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,0.0,0.0,755.61,1.08,-755.61
94,20180821,603657.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,547.82,1.16,0.0,0.0,547.82
95,20180821,603657.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,0.0,0.0,608.97,1.29,-608.97
96,20180821,603713.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,487.1,0.88,0.0,0.0,487.1
97,20180822,002755.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,592.89,0.99,448.6,0.75,144.3
98,20180822,002927.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,71.55,0.54,113.79,0.86,-42.24
99,20180822,002932.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,328.99,0.93,349.61,0.99,-20.62
100,20180822,300156.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,411.61,1.06,267.34,0.69,144.27
101,20180822,300312.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,238.07,0.56,360.27,0.85,-122.21
102,20180822,300542.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,284.88,0.98,250.97,0.86,33.91
104,20180822,300563.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,274.74,0.96,164.04,0.57,110.71
105,20180822,300724.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,1169.49,0.92,1205.83,0.95,-36.34
107,20180822,603657.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,544.03,1.19,0.0,0.0,544.03
108,20180822,603657.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,0.0,0.0,616.58,1.34,-616.58
109,20180822,603706.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,1014.06,1.44,0.0,0.0,1014.06
110,20180822,603706.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,0.0,0.0,822.84,1.17,-822.84
111,20180822,603713.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,882.72,1.32,0.0,0.0,882.72
112,20180823,000820.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,343.63,1.01,191.4,0.56,152.24
113,20180823,002488.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,417.24,1.15,97.53,0.27,319.71
114,20180823,002508.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,823.74,1.39,99.79,0.17,723.95
115,20180823,002927.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,302.96,1.02,171.96,0.58,131.0
116,20180823,002932.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,236.27,0.77,375.64,1.22,-139.37
117,20180823,300502.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,158.84,0.44,297.86,0.83,-139.02
118,20180823,300542.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,220.48,0.87,251.6,0.99,-31.12
119,20180823,300724.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,862.81,0.99,927.79,1.06,-64.98
121,20180823,600146.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,21.26,8.03,0.0,0.0,21.26
122,20180823,603657.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,468.21,1.05,0.0,0.0,468.21
123,20180823,603657.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,0.0,0.0,544.3,1.22,-544.3
124,20180823,603706.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,547.91,1.07,0.0,0.0,547.91
125,20180823,603706.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,0.0,0.0,690.39,1.34,-690.39
126,20180823,603713.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,0.0,0.0,564.79,1.14,-564.79
127,20180823,603729.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,127.64,1.52,0.0,0.0,127.64
128,20180824,000629.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,2480.4,0.92,462.34,0.17,2018.06
129,20180824,000673.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,234.31,0.68,327.1,0.95,-92.8
130,20180824,000820.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,957.89,0.82,625.05,0.54,332.83
131,20180824,002897.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,525.17,1.3,198.59,0.49,326.58
132,20180824,002903.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,213.96,0.65,104.3,0.32,109.66
133,20180824,002909.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,175.18,0.96,195.83,1.07,-20.65
135,20180824,002932.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,367.94,1.26,302.12,1.03,65.82
137,20180824,300156.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,770.48,0.84,677.21,0.74,93.27
138,20180824,300708.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,202.06,0.87,188.49,0.81,13.57
139,20180824,300724.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,816.05,0.96,840.57,0.99,-24.52
141,20180824,601606.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,0.0,0.0,57.09,0.28,-57.09
142,20180824,603657.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,485.04,0.97,0.0,0.0,485.04
143,20180824,603657.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,0.0,0.0,461.2,0.92,-461.2
144,20180824,603713.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,857.17,0.94,0.0,0.0,857.17
145,20180827,000629.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,1632.12,1.12,1144.22,0.78,487.9
147,20180827,002076.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,76.46,0.96,27.92,0.35,48.53
148,20180827,002547.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,620.77,1.0,125.13,0.2,495.64
149,20180827,002897.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,229.85,0.76,354.23,1.17,-124.39
151,20180827,002932.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,348.6,0.98,337.39,0.95,11.22
153,20180827,300517.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,142.83,1.09,86.58,0.66,56.24
154,20180827,300724.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,910.9,0.97,919.61,0.98,-8.71
156,20180827,603032.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,504.39,1.0,0.0,0.0,504.39
157,20180827,603085.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,838.09,1.02,0.0,0.0,838.09
158,20180828,000933.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,540.39,0.8,527.17,0.78,13.22
159,20180828,002526.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,1370.09,2.28,47.53,0.08,1322.56
160,20180828,002897.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,111.11,0.51,193.18,0.89,-82.08
161,20180828,002899.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,300.67,1.78,68.98,0.41,231.69
162,20180828,002909.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,67.26,0.43,172.04,1.09,-104.78
163,20180828,002932.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,213.24,0.77,252.22,0.91,-38.98
165,20180828,300586.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,267.24,1.14,185.83,0.8,81.41
166,20180828,300719.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,251.45,1.17,67.42,0.31,184.03
167,20180828,300720.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,70.84,0.64,122.81,1.1,-51.97
168,20180828,300724.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,1093.01,0.98,974.67,0.87,118.34
170,20180828,601606.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,2083.33,0.93,0.0,0.0,2083.33
171,20180828,603657.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,1182.25,1.3,0.0,0.0,1182.25
172,20180828,603657.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,0.0,0.0,718.07,0.79,-718.07
173,20180828,603713.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,802.17,1.16,0.0,0.0,802.17
174,20180828,603713.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,0.0,0.0,683.86,0.99,-683.86
175,20180829,000509.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,167.11,1.1,71.11,0.47,96.0
176,20180829,000590.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,112.36,1.09,65.35,0.63,47.01
177,20180829,000979.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,685.75,1.13,176.83,0.29,508.92
178,20180829,002774.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,201.04,0.72,98.37,0.35,102.66
179,20180829,002932.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,485.59,1.31,301.52,0.81,184.07
181,20180829,300542.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,278.2,0.9,148.04,0.48,130.16
182,20180829,300586.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,176.8,0.49,288.98,0.8,-112.18
183,20180829,300724.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,701.4,0.79,887.35,1.0,-185.95
185,20180829,601606.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,1435.93,0.96,0.0,0.0,1435.93
186,20180829,601606.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,0.0,0.0,1257.94,0.84,-1257.94
187,20180829,603083.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,468.15,0.78,0.0,0.0,468.15
188,20180829,603083.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,0.0,0.0,474.08,0.79,-474.08
189,20180829,603619.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,135.25,0.82,0.0,0.0,135.25
190,20180829,603657.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,558.32,1.13,0.0,0.0,558.32
191,20180829,603657.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,0.0,0.0,677.13,1.36,-677.13
192,20180830,000662.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,170.2,1.71,12.97,0.13,157.23
193,20180830,002464.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,295.57,0.53,570.81,1.02,-275.24
194,20180830,002899.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,66.28,0.41,139.61,0.86,-73.33
195,20180830,002932.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,246.52,0.91,374.4,1.38,-127.87
196,20180830,300216.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,293.92,2.42,138.33,1.14,155.59
197,20180830,300586.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,474.19,0.89,277.6,0.52,196.58
198,20180830,300724.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,1132.49,1.09,723.6,0.69,408.89
200,20180830,300743.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,134.95,0.43,315.72,1.01,-180.77
201,20180830,601606.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,1200.99,0.87,0.0,0.0,1200.99
202,20180830,603032.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,702.27,1.25,0.0,0.0,702.27
203,20180831,000979.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,491.9,1.27,327.33,0.84,164.57
205,20180831,002555.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,251.07,1.2,80.03,0.38,171.04
206,20180831,002932.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,298.33,0.99,298.2,0.99,0.13
208,20180831,300724.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,948.44,1.1,948.28,1.1,0.17
210,20180831,601068.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,0.0,0.0,0.99,0.53,-0.99
211,20180831,601330.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,834.59,0.8,0.0,0.0,834.59
212,20180831,603032.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,632.27,1.07,0.0,0.0,632.27
213,20180831,603032.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,0.0,0.0,704.34,1.19,-704.34
214,20180831,603713.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,897.56,1.05,0.0,0.0,897.56
215,20180831,603713.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,0.0,0.0,983.34,1.15,-983.34
216,20180903,000422.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,188.14,1.55,185.52,1.53,2.62
217,20180903,000593.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,187.01,1.01,336.5,1.82,-149.49
219,20180903,002118.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,606.89,2.11,92.45,0.32,514.44
220,20180903,002366.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,686.82,0.73,374.66,0.4,312.16
221,20180903,002909.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,161.18,1.06,126.19,0.83,35.0
222,20180903,002932.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,279.51,0.96,304.18,1.05,-24.68
224,20180903,300586.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,279.78,1.02,214.58,0.78,65.2
226,20180903,300711.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,195.27,0.73,56.93,0.21,138.35
227,20180903,300724.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,803.11,1.16,773.06,1.11,30.05
229,20180903,300736.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,180.74,1.27,38.06,0.27,142.68
230,20180903,601606.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,869.86,0.85,0.0,0.0,869.86
231,20180903,601606.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,0.0,0.0,815.25,0.8,-815.25
232,20180903,603602.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,0.0,0.0,373.17,0.61,-373.17
233,20180903,603713.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,657.71,0.96,0.0,0.0,657.71
234,20180904,000979.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,323.92,0.71,591.17,1.3,-267.25
235,20180904,002899.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,72.76,0.33,265.13,1.18,-192.36
236,20180904,300586.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,145.12,0.71,242.4,1.18,-97.28
237,20180904,300711.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,79.08,0.43,163.27,0.88,-84.19
238,20180904,300724.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,565.21,0.95,727.82,1.22,-162.61
240,20180904,600634.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,167.78,1.5,0.0,0.0,167.78
241,20180904,601606.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,1352.3,0.97,0.0,0.0,1352.3
242,20180904,601606.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,0.0,0.0,1290.25,0.93,-1290.25
243,20180904,603032.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,0.0,0.0,776.08,1.36,-776.08
244,20180904,603590.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,861.32,0.98,0.0,0.0,861.32
245,20180905,000576.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,865.21,0.92,899.83,0.96,-34.62
246,20180905,002774.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,204.07,0.97,211.95,1.01,-7.88
248,20180905,300724.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,976.91,1.11,856.14,0.98,120.77
250,20180905,300730.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,173.32,0.94,108.59,0.59,64.73
251,20180905,601606.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,0.0,0.0,1300.4,0.81,-1300.4
252,20180905,603032.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,805.36,1.26,0.0,0.0,805.36
253,20180905,603590.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,916.55,0.98,0.0,0.0,916.55
254,20180905,603590.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,0.0,0.0,769.37,0.82,-769.37
255,20180905,603713.SH,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,1519.92,1.18,0.0,0.0,1519.92
256,20180906,000669.SZ,西藏东方财富证券股份有限公司拉萨团结路第二证券营业部,354.57,0.65,476.99,0.87,-122.42
