,trade_date,ts_code,exalter,buy,buy_rate,sell,sell_rate,net_buy
3947,20180927,002936.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,622.73,0.48,565.79,0.44,56.94
3948,20180927,603810.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,360.95,0.62,0.0,0.0,360.95
3949,20180928,600617.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,0.0,0.0,118.83,1.86,-118.83
3950,20180928,603790.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,0.0,0.0,744.79,0.85,-744.79
3951,20181008,002915.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,30.55,0.27,132.19,1.18,-101.64
3953,20181008,600903.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,0.0,0.0,640.41,0.77,-640.41
3954,20181008,603810.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,0.0,0.0,328.39,0.93,-328.39
3955,20181009,002011.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,1.14,0.51,0.83,0.37,0.31
3956,20181009,002937.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,0.0,0.0,7.9,0.71,-7.9
3957,20181009,600903.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,737.56,0.67,0.0,0.0,737.56
3958,20181010,300625.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,53.37,1.48,22.31,0.62,31.06
3959,20181010,600532.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,466.25,0.76,0.0,0.0,466.25
3960,20181010,603032.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,0.0,0.0,515.83,0.78,-515.83
3962,20181010,603192.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,0.0,0.0,436.8,0.89,-436.8
3963,20181011,002700.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,196.69,0.44,172.56,0.39,24.13
3965,20181011,002863.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,428.68,2.02,94.59,0.45,334.09
3967,20181011,300023.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,280.49,0.85,124.83,0.38,155.66
3968,20181011,300514.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,243.86,0.94,197.77,0.76,46.09
3969,20181011,300589.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,67.4,0.35,132.81,0.69,-65.4
3972,20181011,600722.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,449.04,0.64,0.0,0.0,449.04
3973,20181012,002210.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,420.63,0.82,143.33,0.28,277.3
3975,20181012,002863.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,448.53,1.67,437.87,1.63,10.67
3977,20181012,300748.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,0.0,0.0,11.76,0.37,-11.76
3978,20181012,600355.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,148.02,1.78,0.0,0.0,148.02
3979,20181012,603356.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,0.0,0.0,228.78,1.79,-228.78
3980,20181012,603706.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,300.73,0.64,0.0,0.0,300.73
3981,20181015,000616.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,0.0,0.0,37.49,2.55,-37.49
3982,20181015,002776.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,54.28,4.94,0.0,0.0,54.28
3984,20181015,002853.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,46.61,0.42,99.74,0.91,-53.13
3985,20181015,002931.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,610.56,0.83,419.59,0.57,190.97
3987,20181015,300644.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,135.06,0.82,52.59,0.32,82.47
3988,20181015,300647.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,304.3,0.81,157.23,0.42,147.07
3989,20181015,300749.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,316.54,0.71,268.89,0.61,47.65
3990,20181016,000593.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,104.64,0.4,199.5,0.77,-94.86
3991,20181016,000635.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,75.46,1.35,5.27,0.09,70.18
3992,20181016,002848.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,187.31,0.8,192.06,0.82,-4.75
3993,20181016,002931.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,415.36,0.83,610.22,1.23,-194.86
3994,20181016,603706.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,0.0,0.0,352.13,0.65,-352.13
3995,20181016,603790.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,426.63,0.81,0.0,0.0,426.63
3996,20181017,000670.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,32.72,0.57,61.02,1.07,-28.3
3997,20181017,000979.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,343.58,0.71,252.64,0.52,90.94
3999,20181017,002903.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,144.47,0.85,109.24,0.64,35.23
4000,20181017,300434.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,16.88,0.17,163.47,1.63,-146.59
4001,20181017,300641.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,96.25,1.9,68.62,1.36,27.63
4003,20181017,603790.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,583.6,1.19,0.0,0.0,583.6
4004,20181018,000752.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,119.34,1.17,52.25,0.51,67.09
4005,20181018,002795.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,269.41,0.98,71.78,0.26,197.63
4006,20181018,002846.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,291.42,0.79,275.36,0.75,16.07
4007,20181018,002903.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,302.82,0.73,233.38,0.56,69.44
4008,20181018,300760.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,1217.25,0.27,1474.35,0.33,-257.09
4010,20181018,600722.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,150.86,0.91,0.0,0.0,150.86
4011,20181018,603192.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,790.9,0.7,0.0,0.0,790.9
4012,20181018,603790.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,1314.37,0.96,0.0,0.0,1314.37
4013,20181018,603790.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,0.0,0.0,1169.44,0.86,-1169.44
4016,20181019,002207.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,19.78,0.26,116.79,1.55,-97.01
4017,20181019,002795.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,106.48,0.34,204.28,0.66,-97.8
4020,20181019,002931.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,291.09,0.89,263.09,0.8,27.99
4021,20181019,300131.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,549.99,1.46,91.49,0.24,458.5
4022,20181019,600077.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,0.0,0.0,85.27,2.56,-85.27
4023,20181019,603192.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,236.05,1.08,0.0,0.0,236.05
4024,20181019,603192.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,0.0,0.0,272.65,1.25,-272.65
4025,20181019,603790.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,345.57,1.14,0.0,0.0,345.57
4026,20181022,002102.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,284.16,0.9,46.66,0.15,237.5
4027,20181022,002937.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,2237.2,3.14,440.74,0.62,1796.47
4028,20181022,603790.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,0.0,0.0,400.08,1.0,-400.08
4029,20181023,002451.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,74.66,0.4,164.94,0.88,-90.28
4030,20181023,002862.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,172.77,1.2,76.96,0.53,95.81
4031,20181023,002937.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,556.45,0.63,2300.62,2.6,-1744.16
4034,20181023,300518.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,226.14,0.93,117.57,0.48,108.56
4035,20181024,300384.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,1613.75,15.28,27.97,0.26,1585.78
4036,20181024,603790.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,0.0,0.0,399.23,1.22,-399.23
4037,20181025,000007.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,285.95,0.8,149.1,0.42,136.84
4038,20181025,000584.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,30.39,0.51,89.18,1.48,-58.79
4040,20181025,002931.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,111.05,0.53,214.77,1.02,-103.72
4041,20181025,002937.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,289.31,0.84,312.31,0.9,-23.0
4043,20181025,603032.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,516.18,1.07,0.0,0.0,516.18
4044,20181026,000413.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,567.82,1.08,636.88,1.21,-69.06
4045,20181026,002937.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,392.31,0.83,233.06,0.49,159.25
4046,20181026,002939.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,0.0,0.0,3.64,0.53,-3.64
4047,20181026,603790.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,317.0,1.02,0.0,0.0,317.0
4048,20181029,002937.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,133.74,0.21,540.61,0.85,-406.87
4050,20181029,002940.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,15.08,0.15,45.93,0.46,-30.86
4051,20181031,000831.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,1027.07,3.55,186.61,0.64,840.46
4052,20181031,002687.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,182.75,0.61,986.21,3.32,-803.46
4053,20181031,002931.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,266.27,1.19,210.87,0.94,55.4
4055,20181031,002933.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,240.4,0.6,190.08,0.48,50.32
4056,20181101,002931.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,157.81,0.61,288.5,1.11,-130.69
4057,20181101,002940.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,321.34,0.6,217.17,0.4,104.17
4058,20181102,002940.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,564.37,1.13,361.69,0.72,202.67
4060,20181102,300749.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,361.6,0.77,336.78,0.71,24.82
4061,20181105,000669.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,104.05,0.2,534.4,1.04,-430.35
4062,20181105,000711.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,1876.66,2.6,281.73,0.39,1594.93
4063,20181105,002940.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,350.76,0.62,388.72,0.68,-37.95
4064,20181105,300670.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,153.92,0.39,372.56,0.94,-218.64
4066,20181106,000007.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,144.62,0.66,41.76,0.19,102.86
4067,20181106,000532.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,17.19,0.1,184.38,1.04,-167.19
4068,20181106,002940.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,349.12,0.78,469.23,1.04,-120.11
4070,20181106,600822.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,0.0,0.0,238.94,0.89,-238.94
4071,20181106,603790.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,357.91,0.86,0.0,0.0,357.91
4073,20181107,002940.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,212.39,0.48,418.91,0.94,-206.52
4074,20181107,600086.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,5.28,2.09,0.0,0.0,5.28
4075,20181108,000025.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,115.58,0.69,125.4,0.75,-9.81
4076,20181108,000509.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,32.32,0.29,155.56,1.38,-123.24
4077,20181108,300670.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,358.05,0.8,215.7,0.48,142.35
4078,20181108,600695.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,624.05,0.91,0.0,0.0,624.05
4079,20181109,000526.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,193.04,1.25,280.86,1.82,-87.83
4080,20181109,002692.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,61.17,0.33,278.3,1.49,-217.13
4081,20181109,002931.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,475.0,0.85,286.29,0.51,188.72
4082,20181109,300670.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,243.01,0.71,286.09,0.83,-43.08
4083,20181109,603058.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,1595.29,5.9,0.0,0.0,1595.29
4084,20181112,603677.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,454.36,3.35,0.0,0.0,454.36
4085,20181113,002937.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,214.1,0.53,304.23,0.75,-90.12
4086,20181113,300104.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,510.76,0.43,984.45,0.83,-473.69
4087,20181114,002147.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,767.94,0.64,478.6,0.4,289.35
4088,20181114,002937.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,247.24,0.45,312.67,0.57,-65.43
4089,20181114,300748.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,341.23,0.48,423.5,0.59,-82.28
4090,20181115,300471.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,111.26,0.44,1083.55,4.29,-972.28
4092,20181115,300751.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,208.98,0.23,434.26,0.48,-225.28
4094,20181116,603706.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,0.0,0.0,1766.44,3.28,-1766.44
4095,20181119,002210.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,570.38,1.04,165.9,0.3,404.48
4096,20181119,002359.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,580.5,0.92,309.11,0.49,271.4
4097,20181119,300674.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,0.0,0.0,6.36,0.45,-6.36
4098,20181120,000638.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,174.53,0.99,52.27,0.3,122.25
4099,20181120,002931.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,203.69,0.61,277.49,0.84,-73.8
4101,20181120,300688.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,263.17,0.8,305.16,0.92,-41.99
4102,20181120,600250.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,83.16,1.08,0.0,0.0,83.16
4103,20181120,600695.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,0.0,0.0,613.77,1.04,-613.77
4104,20181120,601606.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,341.03,0.48,0.0,0.0,341.03
4105,20181120,603389.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,352.57,1.1,0.0,0.0,352.57
4106,20181121,000622.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,642.82,0.76,519.14,0.62,123.68
4109,20181121,002877.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,312.81,0.82,61.33,0.16,251.48
4110,20181121,300018.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,893.2,2.14,107.93,0.26,785.27
4111,20181121,600386.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,0.0,0.0,100.38,1.59,-100.38
4112,20181121,600463.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,233.17,1.24,0.0,0.0,233.17
4113,20181122,000068.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,326.23,0.98,170.21,0.51,156.02
4114,20181123,000605.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,29.71,0.29,106.14,1.02,-76.42
4115,20181123,000897.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,42.39,0.18,272.06,1.19,-229.67
4116,20181123,002113.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,531.98,1.24,217.58,0.51,314.41
4117,20181123,002210.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,1455.44,0.54,1609.1,0.59,-153.67
4118,20181123,002888.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,78.68,0.3,250.74,0.95,-172.06
4120,20181123,603220.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,0.0,0.0,13.01,0.34,-13.01
4121,20181126,000007.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,388.29,1.15,262.52,0.78,125.77
4122,20181126,002193.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,536.58,1.16,268.88,0.58,267.7
4123,20181126,002915.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,101.45,0.52,206.71,1.06,-105.26
4124,20181126,300694.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,180.99,0.77,112.14,0.47,68.85
4125,20181126,601319.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,2192.26,0.74,0.0,0.0,2192.26
4126,20181126,603810.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,216.48,0.84,0.0,0.0,216.48
4127,20181127,000622.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,712.71,0.9,582.03,0.74,130.68
4128,20181127,300588.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,113.05,0.61,123.32,0.66,-10.26
4129,20181128,000622.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,737.62,1.07,543.1,0.79,194.52
4131,20181128,002886.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,186.39,0.89,75.29,0.36,111.1
4132,20181128,300278.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,253.0,0.86,76.31,0.26,176.69
4133,20181128,300597.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,49.47,0.21,440.56,1.88,-391.08
4134,20181129,002238.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,0.0,0.0,74.26,2.59,-74.26
4136,20181129,300565.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,190.85,0.76,215.44,0.85,-24.59
4137,20181203,002755.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,26.44,0.14,255.33,1.38,-228.89
4139,20181203,002865.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,245.22,0.77,233.99,0.74,11.23
4140,20181204,000007.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,42.72,0.23,324.86,1.74,-282.13
4141,20181205,002103.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,214.54,0.62,71.09,0.2,143.45
4142,20181205,002184.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,245.05,1.2,104.72,0.51,140.33
4143,20181205,002218.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,121.17,0.55,163.9,0.75,-42.73
4144,20181205,002865.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,124.26,0.68,186.38,1.02,-62.12
4145,20181205,603187.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,0.0,0.0,373.04,0.46,-373.04
4146,20181206,000007.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,272.08,0.85,373.34,1.16,-101.26
4147,20181206,300050.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,860.05,2.39,390.45,1.09,469.59
4148,20181206,300100.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,308.78,1.17,57.92,0.22,250.86
4149,20181206,300674.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,361.3,0.78,330.29,0.72,31.01
4150,20181207,002941.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,0.0,0.0,8.65,0.31,-8.65
4151,20181207,002943.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,423.03,0.61,283.76,0.41,139.26
4153,20181207,300643.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,197.22,1.06,59.17,0.32,138.05
4154,20181207,300674.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,231.51,0.83,118.61,0.43,112.91
4155,20181207,300752.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,0.0,0.0,4.67,0.91,-4.67
4156,20181207,603220.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,0.0,0.0,400.8,0.8,-400.8
4157,20181207,603596.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,237.24,0.94,0.0,0.0,237.24
4158,20181210,002017.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,48.66,0.39,143.95,1.15,-95.29
4159,20181210,002941.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,475.14,0.48,333.41,0.33,141.73
4161,20181210,300674.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,283.57,0.91,306.89,0.99,-23.32
4163,20181211,000007.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,15.6,0.11,409.95,2.8,-394.36
4164,20181211,002943.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,263.23,0.67,250.51,0.64,12.72
4165,20181211,300674.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,205.02,0.79,331.53,1.28,-126.51
4166,20181212,002076.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,491.23,1.7,62.41,0.22,428.81
4168,20181212,002848.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,435.17,1.75,207.35,0.84,227.82
4169,20181212,002943.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,366.54,0.85,243.74,0.57,122.8
4170,20181212,300063.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,207.29,0.68,29.39,0.1,177.9
4171,20181212,300643.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,135.54,0.68,192.38,0.96,-56.84
4172,20181212,300733.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,3.05,0.06,60.54,1.24,-57.48
4173,20181212,603726.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,236.54,0.8,0.0,0.0,236.54
4174,20181212,603726.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,0.0,0.0,1131.41,3.83,-1131.41
4177,20181213,002856.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,308.86,1.29,24.25,0.1,284.61
4178,20181213,002943.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,157.44,0.38,353.45,0.85,-196.01
4179,20181213,300674.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,330.82,0.9,333.77,0.91,-2.96
4180,20181213,603726.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,456.7,0.78,0.0,0.0,456.7
4181,20181213,603726.SH,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,0.0,0.0,1315.58,2.26,-1315.58
4184,20181217,002931.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,97.15,0.49,198.78,0.99,-101.63
4185,20181217,002943.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,223.77,0.54,302.55,0.72,-78.79
4186,20181217,300152.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,119.58,0.33,490.02,1.35,-370.44
4188,20181217,300694.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,358.43,1.56,157.25,0.68,201.18
4190,20180102,603937.SH,财富证券有限责任公司杭州庆春路证券营业部,0.0,0.0,1026.38,1.7,-1026.38
4191,20180103,002917.SZ,财富证券有限责任公司杭州庆春路证券营业部,449.12,0.75,127.53,0.21,321.58
4192,20180103,300730.SZ,财富证券有限责任公司杭州庆春路证券营业部,694.87,0.91,65.77,0.09,629.1
4193,20180103,600903.SH,财富证券有限责任公司杭州庆春路证券营业部,0.0,0.0,1189.56,0.78,-1189.56
4194,20180103,603016.SH,财富证券有限责任公司杭州庆春路证券营业部,38.65,3.45,0.0,0.0,38.65
4195,20180104,002907.SZ,财富证券有限责任公司杭州庆春路证券营业部,176.89,0.55,165.47,0.52,11.42
4196,20180104,002917.SZ,财富证券有限责任公司杭州庆春路证券营业部,217.19,0.62,267.9,0.77,-50.71
4198,20180104,300730.SZ,财富证券有限责任公司杭州庆春路证券营业部,305.53,0.61,301.5,0.6,4.03
4199,20180108,600903.SH,财富证券有限责任公司杭州庆春路证券营业部,861.04,0.64,0.0,0.0,861.04
4200,20180109,000971.SZ,财富证券有限责任公司杭州庆春路证券营业部,239.6,0.99,4.96,0.02,234.64
4201,20180109,002917.SZ,财富证券有限责任公司杭州庆春路证券营业部,220.75,0.42,463.44,0.88,-242.69
4202,20180109,300730.SZ,财富证券有限责任公司杭州庆春路证券营业部,123.0,0.28,577.66,1.3,-454.65
4203,20180109,603363.SH,财富证券有限责任公司杭州庆春路证券营业部,0.0,0.0,367.22,0.62,-367.22
4204,20180110,002907.SZ,财富证券有限责任公司杭州庆春路证券营业部,767.18,1.09,344.19,0.49,422.99
4205,20180110,002911.SZ,财富证券有限责任公司杭州庆春路证券营业部,506.59,0.55,320.83,0.35,185.76
4206,20180110,002922.SZ,财富证券有限责任公司杭州庆春路证券营业部,465.13,0.67,103.53,0.15,361.6
4207,20180110,603711.SH,财富证券有限责任公司杭州庆春路证券营业部,555.11,0.77,0.0,0.0,555.11
4208,20180111,002911.SZ,财富证券有限责任公司杭州庆春路证券营业部,419.18,0.49,517.23,0.61,-98.05
