中泰证券股份有限公司湖南分公司,93
联储证券有限责任公司江苏分公司,92
国金证券股份有限公司南京江东中路证券营业部,92
海通证券股份有限公司深圳华富路营业部,92
安信证券股份有限公司佛山南海罗村证券营业部,92
中信证券股份有限公司天津分公司,91
华鑫证券有限责任公司即墨鹤山路证券营业部,91
国泰君安证券股份有限公司郑州黄河路证券营业部,91
东兴证券股份有限公司福州五一北路证券营业部,90
中信证券股份有限公司杭州定安路证券营业部,90
东莞证券股份有限公司北京分公司,90
广州证券股份有限公司常州高新科技园证券营业部,90
华泰证券股份有限公司广州天河东路证券营业部,89
方正证券股份有限公司杭州延安路证券营业部,89
华泰证券股份有限公司北京月坛南街证券营业部,88
中信证券股份有限公司上海沪闵路证券营业部,87
华西证券股份有限公司重庆中山三路证券营业部,87
华泰证券股份有限公司杭州求是路证券营业部,87
安信证券股份有限公司梅州新中路证券营业部,86
光大证券股份有限公司沈阳十一纬路证券营业部,86
招商证券股份有限公司上海世纪大道证券营业部,86
招商证券股份有限公司北京建国路证券营业部,86
华鑫证券有限责任公司上海嘉定棋盘路证券营业部,86
平安证券股份有限公司银川凤凰北街证券营业部,86
华泰证券股份有限公司上海奉贤区望园南路证券营业部,86
华泰证券股份有限公司上海浦东新区福山路证券营业部,86
中国国际金融股份有限公司深圳福华一路证券营业部,86
中信证券股份有限公司浙江分公司,85
招商证券股份有限公司上海翔殷路证券营业部,85
华泰证券股份有限公司青岛宁夏路证券营业部,85
国联证券股份有限公司上海邯郸路证券营业部,84
华泰证券股份有限公司淮安分公司,84
招商证券股份有限公司深圳蛇口工业七路证券营业部,84
西藏东方财富证券股份有限公司拉萨东环路第一证券营业部,84
国泰君安证券股份有限公司顺德东乐路证券营业部,84
中国银河证券股份有限公司成都科华北路证券营业部,83
中原证券股份有限公司新乡分公司,82
华泰证券股份有限公司南京解放路证券营业部,82
万和证券股份有限公司成都蜀汉路证券营业部,81
安信证券股份有限公司上海陆家嘴东路证券营业部,81
华泰证券股份有限公司武汉友谊大道证券营业部,81
平安证券股份有限公司福州长乐北路证券营业部,81
中信证券股份有限公司上海东方路证券营业部,81
中信证券股份有限公司中山中山四路证券营业部,81
国信证券股份有限公司浙江分公司,81
网信证券有限责任公司沈阳兴华南街证券营业部,80
西南证券股份有限公司青海分公司,80
广州证券股份有限公司丽水中山街证券营业部,80
光大证券股份有限公司金华宾虹路证券营业部,80
平安证券股份有限公司江苏分公司,80
招商证券股份有限公司深圳南山南油大道证券营业部,80
招商证券股份有限公司北京朝外大街证券营业部,80
招商证券股份有限公司杭州文三路证券营业部,79
光大证券股份有限公司温州市府路证券营业部,79
国泰君安证券股份有限公司国际部,79
华泰证券股份有限公司成都晋阳路证券营业部,79
海通证券股份有限公司上海建国西路证券营业部,79
东兴证券股份有限公司莆田梅园东路证券营业部,79
恒泰证券股份有限公司上海兰花路证券营业部,78
兴业证券股份有限公司上海天钥桥路证券营业部,78
长江证券股份有限公司海南分公司,78
中信证券股份有限公司北京总部证券营业部,78
光大证券股份有限公司深圳深南大道证券营业部,77
国金证券股份有限公司上海浦东新区芳甸路证券营业部,77
华泰证券股份有限公司南通环城西路证券营业部,77
光大证券股份有限公司佛山季华六路证券营业部,77
国泰君安证券股份有限公司襄阳襄城西街证券营业部,76
西藏东方财富证券股份有限公司杭州城星路证券营业部,76
东吴证券股份有限公司苏州工业园区敦煌路证券营业部,76
平安证券股份有限公司深圳金田路证券营业部,76
中信证券股份有限公司上海恒丰路证券营业部,76
申万宏源证券有限公司镇江解放路证券营业部,76
中国中投证券有限责任公司湛江百园路证券营业部,76
方正证券股份有限公司长沙黄兴中路证券营业部,76
方正证券股份有限公司温州小南路证券营业部,75
长江证券股份有限公司深圳福华一路证券营业部,74
招商证券股份有限公司深圳前海路证券营业部,74
财达证券股份有限公司佳木斯长安东路证券营业部,74
方正证券股份有限公司上海保定路证券营业部,74
国泰君安证券股份有限公司上海银城中路证券营业部,74
金元证券股份有限公司长沙韶山中路证券营业部,73
中信证券股份有限公司杭州四季路证券营业部,73
华泰证券股份有限公司上海西藏南路证券营业部,73
申万宏源证券有限公司扬州扬子江中路证券营业部,73
光大证券股份有限公司上海淮海中路证券营业部,73
联讯证券股份有限公司南通工农路证券营业部,73
光大证券股份有限公司重庆大坪正街证券营业部,73
华福证券有限责任公司泉州田安路证券营业部,73
联讯证券股份有限公司上海长宁路证券营业部,73
国海证券股份有限公司桂林中山中路证券营业部,73
湘财证券股份有限公司佛山祖庙路证券营业部,72
国泰君安证券股份有限公司宁波彩虹北路证券营业部,72
中银国际证券股份有限公司杭州庆春路证券营业部,72
中泰证券股份有限公司奉化南山路证券营业部,72
西藏东方财富证券股份有限公司慈溪三北西大街证券营业部,72
中国银河证券股份有限公司温州大南路证券营业部,72
申万宏源证券有限公司上海浦东新区陆家嘴环路证券营业部,72
中信证券(山东)有限责任公司淄博分公司,72
中泰证券股份有限公司深圳泰然九路证券营业部,71
华泰证券股份有限公司常州和平北路证券营业部,71
中天证券股份有限公司台州市府大道证券营业部,71
财富证券有限责任公司温州车站大道证券营业部,71
方正证券股份有限公司北京安定门外大街证券营业部,71
华鑫证券有限责任公司马鞍山分公司,70
中国中投证券有限责任公司深圳桃园路证券营业部,70
万联证券股份有限公司广州东风中路证券营业部,70
申万宏源西部证券有限公司南宁英华路证券营业部,69
华西证券股份有限公司厦门分公司,69
华鑫证券有限责任公司福建分公司,69
招商证券股份有限公司深圳建安路证券营业部,69
中信证券股份有限公司广州临江大道证券营业部,69
长江证券股份有限公司荆州北京西路证券营业部,69
长江证券股份有限公司武汉龙阳大道证券营业部,68
方正证券股份有限公司上海延安西路证券营业部,68
光大证券股份有限公司湛江海滨大道南证券营业部,68
海通证券股份有限公司宁波解放北路证券营业部,68
光大证券股份有限公司广州中山二路证券营业部,68
华泰证券股份有限公司永嘉阳光大道证券营业部,68
东兴证券股份有限公司邵武五一九路证券营业部,68
国泰君安证券股份有限公司北京知春路证券营业部,68
长城证券股份有限公司前海分公司,68
华泰证券股份有限公司德阳中江县凯丰北路证券营业部,67
华宝证券有限责任公司舟山解放西路证券营业部,67
中信证券股份有限公司北京金融大街证券营业部,66
中信建投证券股份有限公司宜昌市解放路证券营业部,66
华泰证券股份有限公司广州体育东路证券营业部,66
浙商证券股份有限公司淳安明珠路证券营业部,66
宏信证券有限责任公司成都天府大道北段营业部,66
长江证券股份有限公司浙江分公司,66
海通证券股份有限公司天津霞光道营业部,66
广发证券股份有限公司深圳民田路证券营业部,66
中信证券股份有限公司义乌城中中路证券营业部,66
东海证券股份有限公司福建厦门分公司,65
华泰证券股份有限公司江西分公司,65
中信证券股份有限公司金华分公司,65
中信建投证券股份有限公司重庆龙山路证券营业部,64
中信证券股份有限公司温岭万昌中路证券营业部,64
招商证券股份有限公司柳州解放北路证券营业部,64
信达证券股份有限公司温州新城大道证券营业部,64
平安证券股份有限公司深圳蛇口招商路招商大厦证券营业部,64
浙商证券股份有限公司温岭人民东路证券营业部,64
西藏东方财富证券股份有限公司山南香曲东路证券营业部,64
华福证券有限责任公司连江丹凤东路证券营业部,63
安信证券股份有限公司北京复兴门外大街证券营业部,63
中国中投证券有限责任公司深圳分公司,63
申万宏源证券有限公司上海闵行区东川路证券营业部,63
华泰证券股份有限公司重庆春晖路证券营业部,63
平安证券股份有限公司泉州安吉南路证券营业部,62
华泰证券股份有限公司武汉新华路证券营业部,62
中泰证券股份有限公司武汉宝丰路证券营业部,62
上海证券有限责任公司温州永中西路证券营业部,62
国联证券股份有限公司成都锦城大道证券营业部,62
中信证券股份有限公司湖北分公司,62
上海证券有限责任公司南京溧水致远路证券营业部,62
湘财证券股份有限公司杭州文二西路证券营业部,62
国盛证券有限责任公司合肥翠微路证券营业部,61
华泰证券股份有限公司南京户部街证券营业部,61
中国中投证券有限责任公司深圳爱国路证券营业部,61
中国中投证券有限责任公司广州番禺桥南路证券营业部,61
中银国际证券股份有限公司上海欧阳路证券营业部,61
国海证券股份有限公司南宁东葛路证券营业部,61
东莞证券股份有限公司东莞长安分公司,60
海通证券股份有限公司丽水城东路证券营业部,60
华鑫证券有限责任公司上海淞滨路证券营业部,60
国泰君安证券股份有限公司深圳滨海大道创投大厦证券营业部,60
中国银河证券股份有限公司广州滨江东路证券营业部,60
海通证券股份有限公司上海合肥路证券营业部,60
东莞证券股份有限公司苏州广济北路证券营业部,60
招商证券股份有限公司北京北三环东路证券营业部,60
长江证券股份有限公司新乡金穗大道证券营业部,60
西藏东方财富证券股份有限公司上海徐汇宛平南路证券营业部,60
国泰君安证券股份有限公司成都天府二街证券营业部,60
西藏东方财富证券股份有限公司温州车站大道证券营业部,59
方正证券股份有限公司上海分公司,59
华泰证券股份有限公司南京江宁金箔路证券营业部,59
中信证券股份有限公司杭州新天地证券营业部,59
兴业证券股份有限公司杭州清泰街证券营业部,59
招商证券股份有限公司深圳笋岗路证券营业部,59
华泰证券股份有限公司常州东横街证券营业部,59
上海证券有限责任公司南京胜太路证券营业部,59
招商证券股份有限公司福州六一中路证券营业部,58
东莞证券股份有限公司浙江分公司,58
华泰证券股份有限公司孝感长征路证券营业部,58
海通证券股份有限公司上海牡丹江路证券营业部,58
安信证券股份有限公司上海杨浦区殷行路证券营业部,58
华安证券股份有限公司重庆分公司,57
长江证券股份有限公司武汉武珞路证券营业部,57
华西证券股份有限公司深圳民田路证券营业部,57
华鑫证券有限责任公司泉州宝洲路证券营业部,57
方正证券股份有限公司台州解放路证券营业部,57
中信建投证券股份有限公司北京东直门南大街证券营业部,57
长江证券股份有限公司惠州下埔路证券营业部,56
东吴证券股份有限公司常熟商城中路证券营业部,56
华泰证券股份有限公司,56
华泰证券股份有限公司南京东苑路证券营业部,56
招商证券股份有限公司深圳益田路江苏大厦证券营业部,56
广发证券股份有限公司昆山前进东路证券营业部,56
安信证券股份有限公司温州府东路证券营业部,56
华泰证券股份有限公司张家港杨舍东街证券营业部,56
广发证券股份有限公司江门万达广场证券营业部,55
天风证券股份有限公司上海芳甸路证券营业部,55
中信建投证券股份有限公司深圳深南中路证券营业部,55
国金证券股份有限公司成都蒲江县桫椤路证券营业部,55
中信证券股份有限公司宁波天童北路证券营业部,55
万联证券股份有限公司江门万达广场证券营业部,55
申万宏源西部证券有限公司深圳上步中路证券营业部,54
财通证券股份有限公司杭州解放东路证券营业部,54
国盛证券有限责任公司温州百里东路证券营业部,54
中信证券股份有限公司诸暨暨东路证券营业部,54
中国银河证券股份有限公司北京中关村大街证券营业部,54
华泰证券股份有限公司上海黄浦区来福士广场证券营业部,54
中信证券股份有限公司杭州凤起路证券营业部,54
华泰证券股份有限公司上海静安区威海路证券营业部,53
华泰证券股份有限公司徐州建国西路证券营业部,53
中信证券股份有限公司总部(非营业场所),53
中国银河证券股份有限公司金华证券营业部,53
长江证券股份有限公司成都光华村街证券营业部,53
华泰证券股份有限公司南京中山北路证券营业部,53
兴业证券股份有限公司陕西分公司,53
中国中投证券有限责任公司广州珠江东路证券营业部,53
国信证券股份有限公司深圳福中分公司,53
中国中投证券有限责任公司台州市府大道证券营业部,53
中信证券股份有限公司上海南京西路证券营业部,52
中泰证券股份有限公司东营垦利胜兴路证券营业部,52
海通证券股份有限公司上虞市民大道证券营业部,52
中泰证券股份有限公司德州三八中路证券营业部,52
国融证券股份有限公司成都东大街证券营业部,52
华泰证券股份有限公司南通分公司,52
招商证券股份有限公司广州天河北路证券营业部,52
中信证券股份有限公司海宁海昌南路证券营业部,52
中信建投证券股份有限公司上海徐家汇路证券营业部,52
华泰证券股份有限公司北京雍和宫证券营业部,52
